,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
78430,67,Male,Chicago,22,65.79,373,0
78438,67,Female,New York,5,91.07,345,1
78445,67,Male,Chicago,19,61.92,79,1
78448,70,Male,Houston,20,49.83,261,1
78472,65,Male,Chicago,15,85.57,280,1
78480,70,Female,Chicago,17,99.59,244,1
78488,65,Male,Los Angeles,22,58.01,209,1
78490,66,Female,Chicago,19,44.04,193,1
78500,68,Female,Miami,18,79.97,221,1
78519,67,Female,Los Angeles,17,98.84,356,0
78525,65,Female,Houston,9,64.65,332,1
78530,66,Female,Miami,23,60.74,305,1
78542,69,Female,Los Angeles,18,89.71,363,1
78543,70,Female,New York,17,60.37,134,0
78544,66,Male,Houston,4,52.39,305,0
78556,70,Male,Houston,12,32.43,453,1
78560,69,Female,Chicago,17,79.55,326,0
78561,70,Female,Houston,4,59.72,57,1
78565,67,Male,Miami,22,43.46,188,1
78566,65,Male,Houston,12,84.48,155,1
78569,70,Male,Los Angeles,2,46.5,229,1
78574,66,Female,Miami,19,98.15,430,0
78577,70,Female,Houston,17,47.23,54,1
78588,70,Male,Los Angeles,15,48.28,127,1
78608,66,Male,Los Angeles,19,88.53,295,0
78632,65,Male,Houston,12,51.04,225,0
78649,70,Male,Los Angeles,1,75.44,113,1
78663,66,Male,Houston,23,98.32,494,0
78673,66,Male,Miami,12,88.14,297,0
78678,66,Female,Los Angeles,9,71.28,193,1
78688,67,Female,New York,17,55.06,238,0
78712,69,Female,Los Angeles,21,59.85,292,1
78729,66,Female,Miami,18,56.94,53,0
78738,67,Male,Chicago,4,48.38,261,0
78745,66,Male,Chicago,6,69.33,472,1
78749,68,Male,Chicago,11,67.31,112,1
78769,68,Male,New York,23,51.7,301,1
78773,67,Male,Houston,3,74.75,115,0
78779,67,Male,Miami,9,45.23,432,0
78793,66,Female,Miami,16,69.36,83,1
78795,65,Male,Chicago,18,55.09,211,1
78800,69,Female,Chicago,8,81.01,470,0
78801,70,Male,Houston,21,38.57,156,0
78802,68,Female,Miami,6,82.87,348,0
78814,67,Male,New York,12,71.93,485,1
78816,66,Female,Houston,10,32.22,79,1
78824,69,Male,Houston,14,69.2,137,1
78828,67,Female,Miami,2,39.94,463,0
78851,69,Female,Houston,24,74.4,236,1
78863,69,Female,New York,23,37.42,244,0
78871,67,Male,Los Angeles,20,56.37,425,0
78875,65,Male,Los Angeles,4,55.79,149,0
78879,66,Female,New York,3,99.37,131,0
78882,66,Male,New York,8,57.32,218,0
78898,68,Female,Miami,11,37.95,388,0
78903,70,Male,Houston,7,57.01,216,1
78909,69,Female,Chicago,3,58.4,454,0
78932,69,Female,Houston,8,86.26,355,1
78943,69,Male,Houston,24,33.75,238,0
78948,65,Female,New York,12,64.95,168,1
78951,69,Female,Houston,4,31.92,117,1
78953,65,Male,Los Angeles,10,70.6,230,0
78965,66,Female,New York,5,48.34,401,0
78967,66,Female,Los Angeles,10,81.17,99,0
78973,70,Female,Los Angeles,6,59.7,50,0
78983,66,Female,Los Angeles,12,80.73,487,1
79007,66,Male,Miami,19,42.22,221,1
79009,70,Male,Miami,8,32.33,107,1
79015,69,Female,Houston,10,38.57,445,0
79016,67,Female,Houston,2,86.5,279,1
79027,68,Male,New York,16,64.99,174,1
79032,65,Female,Chicago,21,46.89,99,0
79037,70,Female,Chicago,2,36.84,257,1
79041,70,Female,Los Angeles,9,77.48,377,0
79042,69,Female,Los Angeles,14,75.13,391,0
79049,70,Male,Miami,19,39.26,124,1
79054,68,Male,Los Angeles,13,36.23,319,1
79058,68,Female,New York,3,76.74,195,1
79067,70,Male,Chicago,10,72.86,158,1
79071,68,Female,Houston,22,87.03,136,0
79078,65,Female,Los Angeles,16,39.29,485,1
79085,70,Male,Chicago,15,89.79,416,0
79093,68,Female,Chicago,2,43.72,387,0
79101,65,Male,Miami,4,97.71,202,1
79106,68,Male,Miami,9,53.45,360,1
79117,67,Female,Chicago,8,83.44,180,1
79120,69,Male,New York,10,58.53,385,1
79121,68,Female,Chicago,19,54.24,421,0
79127,67,Female,Los Angeles,19,67.63,64,0
79139,70,Female,Houston,18,62.62,212,1
79154,69,Male,Los Angeles,13,55.92,247,0
79163,66,Female,Los Angeles,17,86.71,274,1
79174,69,Female,New York,18,70.81,66,1
79222,65,Female,Los Angeles,20,90.83,270,1
79223,67,Female,Miami,7,64.43,134,0
79231,65,Male,Miami,10,89.69,194,1
79235,65,Male,Chicago,13,85.7,342,0
79236,65,Male,New York,14,87.37,137,1
79241,66,Male,Miami,21,92.57,169,1
79245,66,Female,New York,2,85.51,339,1
79254,66,Female,Houston,1,35.89,388,1
79265,65,Female,Los Angeles,18,60.21,70,1
79274,67,Male,New York,8,30.42,147,1
79286,70,Male,Los Angeles,15,36.97,485,0
79293,69,Female,New York,19,58.24,192,1
79300,68,Female,Miami,9,59.77,166,1
79314,69,Male,Miami,22,92.58,259,0
79315,67,Male,New York,21,92.58,433,0
79319,68,Male,Chicago,12,81.67,223,0
79320,70,Female,Chicago,11,92.76,128,0
79330,67,Female,Miami,18,52.04,56,0
79333,68,Female,Miami,16,47.53,311,1
79336,70,Male,Chicago,3,81.53,65,0
79338,70,Female,Los Angeles,9,94.01,307,1
79344,70,Female,New York,16,49.4,434,1
79348,69,Female,Los Angeles,1,44.39,498,0
79352,66,Female,New York,6,75.28,132,0
79370,69,Female,Miami,3,41.92,223,0
79373,69,Male,Chicago,7,68.44,83,0
79381,69,Female,Los Angeles,23,43.97,396,1
79383,68,Female,Miami,20,71.71,321,0
79391,70,Female,Houston,3,59.03,88,0
79394,65,Male,Houston,7,51.05,300,1
79398,70,Female,Los Angeles,12,94.44,389,0
79400,65,Male,Miami,17,74.68,389,0
79405,65,Male,Chicago,6,86.62,148,1
79413,66,Male,New York,20,58.74,322,1
79416,70,Female,Chicago,1,83.84,253,0
79419,67,Male,New York,11,51.82,432,0
79447,70,Male,Chicago,7,94.03,213,1
79463,67,Male,New York,1,88.71,165,1
79475,69,Female,New York,17,48.82,466,0
79476,68,Female,Houston,23,95.1,160,0
79479,69,Male,Chicago,4,85.92,254,1
79507,67,Female,Chicago,13,78.45,324,0
79508,65,Female,Miami,14,57.55,107,0
79519,66,Female,Chicago,16,54.59,389,0
79533,69,Female,New York,19,70.39,292,1
79541,69,Male,Los Angeles,6,69.0,475,0
79543,66,Female,Chicago,24,34.21,459,1
79560,68,Male,Houston,4,35.78,390,1
79567,65,Female,Los Angeles,12,81.28,349,0
79572,68,Female,Houston,6,49.96,410,0
79584,68,Male,Los Angeles,17,30.42,99,1
79590,68,Female,Chicago,5,48.54,91,0
79592,69,Male,Miami,10,32.93,160,0
79596,69,Male,Los Angeles,19,47.02,106,0
79601,69,Female,New York,12,55.89,452,0
79604,68,Male,Chicago,15,67.1,284,1
79618,69,Female,Los Angeles,6,61.07,350,0
79627,70,Male,New York,7,55.59,481,1
79634,66,Female,New York,1,47.95,115,1
79660,67,Male,Chicago,1,91.32,90,1
79664,69,Male,New York,14,65.63,100,0
79666,66,Female,Los Angeles,19,41.85,498,0
79668,68,Female,Chicago,8,86.82,385,0
79698,67,Male,Houston,18,42.61,432,0
79700,69,Male,Houston,9,86.37,159,0
79701,70,Female,Houston,4,34.9,445,1
79711,70,Female,Los Angeles,17,86.22,327,1
79723,70,Male,Chicago,6,43.93,286,1
79737,67,Female,Los Angeles,24,90.79,322,0
79738,67,Female,Houston,1,70.29,181,0
79742,68,Female,Miami,7,92.66,150,1
79750,70,Male,Chicago,12,72.29,234,1
79763,68,Female,Miami,15,42.25,289,0
79768,69,Female,New York,21,57.33,306,1
79775,69,Female,Los Angeles,16,83.09,405,1
79784,68,Male,Houston,21,45.86,406,0
79821,69,Female,Houston,15,64.57,376,0
79832,69,Female,Los Angeles,13,30.99,487,0
79847,65,Female,Chicago,1,78.39,182,1
79852,69,Male,Los Angeles,10,97.63,110,1
79860,66,Male,Houston,4,78.2,268,0
79863,66,Male,Chicago,23,47.87,135,0
79872,65,Male,Miami,16,85.53,347,1
79873,70,Male,Miami,6,70.3,225,1
79881,70,Male,Los Angeles,7,63.76,52,0
79884,65,Female,Chicago,3,33.0,221,1
79894,70,Female,New York,5,78.93,213,1
79899,68,Female,Miami,14,35.09,294,1
79905,70,Male,Los Angeles,21,62.69,203,0
79907,65,Male,Los Angeles,10,57.32,175,1
79908,68,Female,Chicago,10,64.41,261,0
79914,66,Female,Miami,15,88.4,249,0
79915,65,Male,New York,11,94.01,101,0
79927,65,Female,Chicago,19,64.44,242,1
79971,68,Female,Houston,13,81.02,331,1
79972,66,Male,Los Angeles,17,59.43,420,1
79987,66,Male,Miami,24,39.11,475,1
79991,69,Male,New York,1,83.95,127,1
80009,70,Female,Chicago,8,79.97,265,0
80021,67,Male,New York,14,61.64,383,0
80028,66,Male,Houston,24,53.52,224,0
80036,67,Female,Miami,5,95.55,325,0
80040,69,Male,Houston,17,79.38,115,0
80084,65,Male,Los Angeles,6,64.76,90,1
80087,69,Male,Miami,12,32.32,263,0
80092,70,Male,Los Angeles,3,68.18,164,0
80102,70,Female,New York,24,92.53,361,1
80107,67,Male,Houston,24,99.55,98,1
80112,69,Male,New York,7,56.97,196,0
80113,65,Female,New York,18,42.86,500,1
80126,70,Male,Houston,23,64.21,459,0
80137,67,Female,Los Angeles,16,47.45,393,1
80153,68,Male,New York,24,49.42,162,1
80154,68,Male,Los Angeles,3,83.95,142,1
80155,67,Female,Houston,15,96.15,461,0
80168,67,Female,Chicago,21,34.67,154,0
80172,70,Female,Los Angeles,19,35.42,444,0
80175,69,Male,Los Angeles,15,33.75,457,1
80186,69,Male,Los Angeles,4,68.56,255,0
80203,65,Male,Miami,12,45.68,433,1
80205,66,Male,New York,19,62.65,225,1
80215,68,Male,Chicago,7,60.76,392,1
80230,68,Female,Houston,22,59.95,133,0
80231,65,Male,Chicago,11,53.04,426,0
80241,67,Female,Chicago,10,73.62,393,1
80246,65,Female,New York,21,39.93,139,1
80286,69,Female,New York,16,36.46,265,0
80296,66,Female,Chicago,21,73.7,172,0
80300,65,Female,Chicago,16,35.45,335,1
80327,67,Female,New York,18,34.32,365,1
80346,67,Female,Houston,3,82.95,185,0
80350,69,Male,Los Angeles,21,40.17,141,0
80352,65,Female,Chicago,5,54.81,321,0
80360,70,Female,Miami,17,52.82,193,1
80370,67,Female,Miami,1,70.5,131,1
80371,65,Male,Miami,12,54.13,206,1
80387,65,Male,Los Angeles,16,50.23,58,1
80393,66,Female,New York,22,58.13,77,0
80398,70,Female,New York,17,63.85,154,1
80406,68,Female,Houston,16,53.48,203,0
80419,70,Female,Chicago,14,73.33,374,1
80427,68,Male,New York,11,97.26,50,1
80445,68,Female,Houston,24,77.52,114,0
80464,70,Female,Houston,20,47.8,490,1
80484,67,Male,Houston,13,47.22,408,1
80495,67,Male,Los Angeles,6,30.72,499,0
80506,67,Female,Miami,19,74.81,89,1
80514,69,Male,Houston,13,47.49,411,1
80520,68,Female,New York,9,33.27,447,0
80524,67,Male,Houston,14,80.02,486,1
80538,67,Female,Miami,16,32.8,74,0
80542,67,Male,Chicago,9,70.73,366,1
80545,66,Female,Houston,6,37.19,387,1
80546,69,Male,Miami,7,84.98,288,0
80555,66,Male,Los Angeles,22,30.75,253,0
80568,67,Female,Miami,14,86.09,326,1
80606,69,Male,New York,23,53.04,190,1
80629,69,Male,Chicago,20,30.79,394,0
80637,67,Male,Los Angeles,9,56.66,103,1
80646,67,Male,Chicago,18,30.64,499,0
80647,66,Female,Miami,21,92.02,306,0
80649,66,Male,Houston,3,69.96,114,0
80651,67,Female,Miami,1,58.0,200,1
80658,66,Female,Los Angeles,23,33.15,466,0
80661,67,Female,Chicago,24,85.64,469,0
80662,67,Female,Miami,9,40.26,410,1
80675,68,Male,Miami,12,35.77,251,1
80695,67,Male,Miami,6,89.94,349,0
80701,65,Female,Miami,14,60.79,477,0
80707,66,Male,Chicago,2,94.35,80,1
80710,69,Female,Miami,24,77.77,293,1
80715,65,Female,New York,16,37.02,152,1
80718,67,Male,Los Angeles,12,98.89,127,1
80724,67,Male,Houston,14,52.51,177,1
80739,70,Female,Los Angeles,3,47.15,235,1
80744,70,Female,Chicago,14,51.94,307,1
80751,70,Female,Chicago,6,41.71,466,1
80776,66,Male,Los Angeles,21,45.55,291,1
80793,70,Male,Houston,22,65.23,140,0
80796,68,Female,Chicago,15,69.72,301,0
80797,66,Female,Houston,21,31.56,331,1
80800,65,Male,New York,20,82.29,210,0
80801,70,Male,Houston,5,46.09,91,0
80810,67,Female,Houston,6,85.44,351,1
80822,66,Female,Miami,18,99.19,209,1
80838,70,Female,Miami,1,99.22,112,1
80869,66,Male,Los Angeles,5,38.05,97,1
80872,70,Female,Los Angeles,23,74.95,220,1
80875,65,Male,New York,3,55.11,380,1
80877,67,Female,Miami,23,35.17,261,0
80880,66,Female,Miami,5,63.84,307,0
80881,66,Female,Houston,8,91.16,143,0
80882,66,Female,Miami,22,94.18,219,1
80894,70,Female,Los Angeles,19,70.21,314,1
80915,68,Male,Chicago,15,93.31,179,1
80917,69,Male,New York,12,83.38,56,0
80922,68,Male,New York,4,80.54,213,1
80929,70,Male,Chicago,4,72.71,88,0
80939,69,Female,Chicago,4,66.42,288,0
80940,66,Male,Miami,23,40.6,175,1
80944,69,Female,Los Angeles,13,36.66,371,1
80965,68,Male,Chicago,16,91.39,194,1
80966,65,Male,Los Angeles,9,56.22,338,0
80971,70,Male,Los Angeles,5,70.06,86,0
80977,66,Male,New York,20,55.54,70,0
80983,65,Female,Los Angeles,23,40.59,100,0
80986,69,Female,Chicago,8,92.86,82,1
80988,69,Female,Houston,14,92.11,439,0
81001,66,Female,Miami,20,43.72,318,1
81007,66,Male,Los Angeles,7,70.01,226,0
81015,69,Male,New York,9,84.48,223,0
81021,70,Male,Miami,7,69.56,263,1
81024,65,Male,Miami,9,47.62,87,0
81036,66,Female,Houston,5,80.95,276,0
81041,65,Male,New York,19,51.17,434,0
81044,67,Female,New York,3,32.0,358,0
81050,70,Female,Los Angeles,9,76.75,231,1
81051,65,Female,Miami,8,43.97,215,0
81058,70,Male,New York,7,75.49,360,1
81062,65,Female,Los Angeles,8,52.52,201,1
81067,69,Female,Miami,24,42.93,348,1
81080,67,Female,Los Angeles,8,44.3,461,1
81082,65,Female,Miami,22,93.52,299,1
81102,70,Female,Chicago,19,92.04,81,1
81104,67,Female,Chicago,23,66.34,257,1
81118,67,Female,Houston,9,30.24,101,1
81128,66,Male,Los Angeles,16,82.11,56,0
81131,69,Male,Houston,3,65.18,233,1
81136,69,Male,Miami,12,63.98,343,1
81144,70,Female,Houston,14,76.4,448,0
81148,70,Male,Houston,9,64.97,132,0
81149,66,Male,Houston,14,70.33,382,1
81167,65,Male,Los Angeles,6,32.56,440,0
81168,70,Male,Chicago,1,99.46,134,1
81171,68,Female,Houston,21,86.18,327,0
81205,65,Female,Los Angeles,12,76.19,478,1
81209,67,Male,Los Angeles,14,98.62,194,0
81210,65,Female,Los Angeles,22,78.97,423,0
81212,70,Female,New York,23,94.43,128,0
81215,68,Female,New York,22,59.43,87,1
81262,69,Female,Los Angeles,6,90.3,493,0
81265,70,Female,Chicago,16,85.32,96,0
81267,68,Male,Miami,9,79.51,489,0
81270,69,Male,Miami,23,34.88,465,0
81279,65,Female,Los Angeles,8,56.94,244,0
81288,66,Male,Los Angeles,18,75.23,147,0
81293,68,Male,Chicago,11,90.57,493,0
81298,69,Male,Los Angeles,6,80.82,264,1
81322,67,Male,Miami,4,48.0,423,0
81342,68,Male,Miami,3,46.83,324,0
81346,69,Male,Chicago,3,54.39,320,1
81358,67,Male,Chicago,15,54.37,147,0
81369,69,Male,Miami,22,84.44,75,0
81379,66,Male,Miami,18,70.41,256,0
81384,68,Male,Los Angeles,23,93.3,130,0
81386,69,Male,Houston,22,75.95,474,1
81403,69,Male,Chicago,9,34.66,230,0
81409,66,Male,Houston,8,88.36,167,1
81417,65,Female,Chicago,5,85.54,396,1
81442,66,Male,Miami,11,40.26,485,0
81460,69,Female,Houston,3,72.33,109,1
81498,70,Female,Los Angeles,23,47.08,97,0
81513,67,Male,Chicago,4,66.87,232,0
81520,68,Male,Los Angeles,10,63.25,370,1
81556,68,Male,Chicago,15,44.37,251,0
81560,69,Male,Los Angeles,18,93.04,227,1
81562,65,Male,Houston,3,84.79,57,0
81568,66,Male,New York,20,53.69,350,1
81569,70,Male,Los Angeles,5,47.75,128,0
81573,67,Male,New York,16,68.1,68,0
81577,65,Female,Los Angeles,2,45.91,97,0
81594,69,Male,Miami,12,34.61,422,0
81601,69,Female,Chicago,16,91.59,200,0
81605,70,Female,Houston,18,52.11,360,1
81612,69,Male,New York,18,53.24,324,0
81615,69,Female,Chicago,11,61.95,287,0
81633,68,Male,Los Angeles,15,70.89,402,1
81648,70,Female,Houston,2,87.75,377,0
81661,65,Male,Miami,11,93.69,155,1
81662,65,Male,New York,15,99.57,201,1
81664,68,Female,New York,5,65.32,186,0
81666,66,Male,Houston,5,70.5,50,1
81678,69,Female,Houston,21,64.36,396,1
81715,66,Female,Chicago,18,67.52,284,0
81724,65,Male,Los Angeles,9,73.8,133,0
81725,66,Male,New York,13,33.62,275,1
81729,70,Male,Los Angeles,8,46.33,299,1
81730,68,Male,Miami,11,91.05,413,1
81732,70,Male,Los Angeles,16,93.86,132,1
81737,66,Female,New York,21,74.53,336,0
81748,70,Female,New York,5,56.06,91,0
81763,69,Male,New York,22,31.6,191,1
81783,67,Female,Houston,22,84.14,393,0
81785,66,Male,Los Angeles,18,32.95,446,0
81806,70,Male,Chicago,18,82.69,486,1
81813,68,Male,New York,16,84.2,484,0
81822,68,Male,Houston,12,89.86,453,1
81838,67,Male,Los Angeles,22,88.16,173,0
81848,66,Male,Houston,11,42.95,469,0
81852,69,Male,Los Angeles,3,99.08,398,1
81865,70,Female,Houston,23,38.63,95,1
81868,68,Male,Houston,2,81.91,80,0
81883,70,Female,Miami,24,56.27,265,1
81886,70,Female,Houston,6,41.08,220,0
81894,70,Female,Miami,24,52.89,135,1
81908,67,Male,Los Angeles,1,47.76,174,0
81917,65,Female,Houston,20,92.0,293,0
81938,68,Male,Miami,14,49.92,285,0
81942,69,Male,New York,23,67.8,64,1
81958,67,Female,Houston,1,82.62,167,1
81980,69,Female,Los Angeles,24,55.43,115,0
81989,70,Male,New York,15,80.38,70,0
81994,67,Female,Houston,21,38.93,252,0
81996,67,Female,New York,11,96.56,469,1
81997,69,Female,Los Angeles,5,55.14,69,0
82005,69,Male,Chicago,19,95.38,94,0
82016,66,Female,Miami,5,81.36,367,1
82026,67,Female,Houston,16,82.4,471,1
82027,67,Female,Chicago,17,55.65,59,1
82029,67,Female,Houston,4,54.84,155,0
82032,68,Female,Houston,21,66.08,90,0
82033,69,Male,Chicago,15,88.27,126,1
82042,69,Female,Los Angeles,20,51.3,141,1
82069,67,Male,Chicago,22,77.62,294,0
82071,67,Male,Los Angeles,12,68.97,447,1
82083,66,Female,Houston,6,39.23,296,0
82092,69,Male,Los Angeles,14,37.81,228,1
82106,68,Male,Houston,10,84.06,262,1
82113,68,Male,Miami,18,80.52,377,0
82115,70,Male,Los Angeles,15,93.9,301,1
82130,67,Male,Los Angeles,2,48.92,98,0
82140,65,Female,Miami,24,98.28,430,1
82154,66,Female,Los Angeles,18,44.18,284,1
82183,66,Male,Los Angeles,22,55.89,102,0
82187,68,Male,Miami,10,43.7,218,0
82190,66,Male,Los Angeles,23,77.02,377,0
82214,67,Female,Los Angeles,22,33.73,407,0
82219,66,Male,Chicago,20,34.17,200,1
82241,67,Male,New York,19,68.54,201,1
82244,68,Male,New York,10,38.44,145,0
82251,69,Male,Los Angeles,9,87.17,80,0
82258,68,Female,Miami,1,38.71,465,1
82285,70,Male,Chicago,3,66.24,398,0
82292,67,Female,Houston,2,40.15,328,1
82293,67,Female,Miami,20,32.18,286,1
82308,67,Male,Miami,6,44.17,205,1
82325,67,Female,New York,24,62.0,388,0
82327,68,Male,New York,16,39.12,424,1
82347,67,Male,Miami,7,94.67,211,0
82354,70,Male,Los Angeles,21,64.39,430,0
82360,70,Female,Los Angeles,1,59.8,342,0
82362,65,Male,Chicago,19,76.86,71,1
82364,66,Male,New York,19,91.6,316,0
82367,69,Male,New York,10,46.92,118,1
82391,68,Female,Houston,15,77.26,409,1
82394,66,Female,Los Angeles,17,88.23,255,1
82397,70,Female,Chicago,14,80.92,482,0
82403,66,Female,Chicago,12,81.66,312,0
82406,67,Male,Los Angeles,8,76.87,266,0
82423,70,Male,Chicago,15,68.88,496,1
82446,70,Female,Los Angeles,18,47.03,269,0
82457,67,Male,Houston,17,88.27,253,0
82458,67,Female,Houston,18,59.62,173,0
82476,66,Female,Chicago,8,36.44,424,0
82490,66,Female,Los Angeles,6,41.7,498,0
82500,70,Female,Miami,12,76.79,95,1
82514,67,Male,Los Angeles,24,76.21,459,0
82525,70,Female,Chicago,2,33.51,477,1
82545,67,Female,Los Angeles,3,65.84,277,0
82561,69,Male,Los Angeles,18,46.08,337,1
82570,67,Female,Houston,17,99.57,209,0
82573,70,Female,Chicago,2,33.63,56,1
82575,65,Male,New York,12,74.24,213,0
82581,67,Female,New York,21,94.89,71,0
82593,69,Female,New York,17,52.26,178,1
82608,66,Male,Houston,1,38.73,314,0
82617,65,Male,Miami,18,37.08,204,0
82619,67,Female,Houston,11,65.44,152,0
82620,66,Female,Los Angeles,9,41.23,443,1
82622,66,Female,Los Angeles,22,93.73,445,0
82658,68,Male,Chicago,5,84.82,80,1
82677,69,Male,Miami,20,94.32,224,1
82684,67,Female,Los Angeles,11,96.55,366,0
82690,65,Male,New York,5,39.89,426,1
82702,70,Male,Chicago,4,68.24,374,1
82713,66,Female,Los Angeles,5,85.78,490,0
82714,67,Female,Chicago,15,99.99,314,0
82728,69,Female,Chicago,23,55.63,162,1
82741,68,Male,Houston,19,49.84,159,0
82745,70,Female,Chicago,5,79.57,442,1
82747,65,Male,Los Angeles,8,43.32,67,1
82752,68,Male,Miami,17,87.68,165,1
82760,65,Female,Chicago,19,87.05,142,1
82770,66,Female,Chicago,17,38.62,231,0
82775,65,Female,Chicago,13,39.43,263,1
82783,68,Male,Chicago,2,76.41,190,0
82794,68,Male,Chicago,17,44.7,227,1
82795,67,Male,Chicago,9,62.34,431,0
82797,66,Female,Miami,7,49.74,491,0
82817,66,Male,New York,1,59.45,479,0
82818,69,Male,Chicago,14,88.98,298,1
82822,69,Female,New York,7,89.02,366,0
82833,65,Female,Chicago,20,44.6,249,0
82835,69,Female,New York,14,36.53,424,0
82837,65,Male,Los Angeles,3,84.13,484,1
82840,65,Male,New York,2,83.73,94,0
82848,67,Female,New York,12,39.17,383,1
82863,67,Male,New York,10,96.69,141,1
82867,65,Male,New York,12,73.29,237,0
82890,70,Female,Chicago,9,93.29,414,0
82891,68,Female,Chicago,13,50.2,73,1
82901,66,Female,Miami,16,95.32,188,0
82915,67,Female,Chicago,1,83.05,380,0
82925,68,Female,New York,24,96.77,477,1
82931,70,Male,Los Angeles,2,45.09,178,0
82946,68,Male,Houston,15,87.74,133,1
82954,65,Male,Los Angeles,3,30.12,214,1
82956,68,Male,Los Angeles,8,56.81,371,1
82957,67,Male,Chicago,18,84.28,124,0
82962,68,Female,Houston,6,67.26,314,1
82973,68,Male,Los Angeles,8,66.76,229,0
82978,67,Male,Los Angeles,21,44.8,408,0
82986,67,Male,Los Angeles,15,56.1,306,0
82998,67,Male,Chicago,23,89.9,416,1
82999,69,Male,Houston,14,53.21,88,1
83002,68,Male,Chicago,1,87.43,440,1
83005,66,Male,Miami,7,97.04,76,0
83012,70,Female,Los Angeles,21,83.56,346,0
83015,65,Female,New York,16,36.08,127,0
83021,68,Male,Chicago,7,39.46,405,0
83029,69,Female,Los Angeles,22,45.5,303,1
83046,66,Female,Los Angeles,2,82.36,436,0
83050,65,Female,Los Angeles,5,99.54,158,1
83055,65,Male,Houston,7,52.2,320,1
83067,69,Male,Miami,7,78.58,188,0
83074,66,Male,Houston,20,49.76,409,1
83081,69,Male,Houston,4,50.51,194,1
83094,70,Male,New York,15,69.69,409,0
83096,70,Male,Houston,16,83.81,89,1
83098,65,Female,Houston,3,57.28,438,0
83099,65,Male,Chicago,18,56.09,62,0
83102,68,Female,Houston,19,90.72,379,0
83114,67,Female,Miami,13,79.79,336,1
83151,69,Male,New York,1,89.3,153,1
83157,65,Male,Miami,7,32.94,376,1
83163,69,Female,New York,22,88.33,428,0
83183,69,Male,Chicago,5,50.69,477,1
83187,65,Male,Miami,4,41.78,354,0
83189,65,Male,Chicago,20,40.89,92,1
83235,68,Male,Miami,17,93.03,212,1
83240,70,Female,Chicago,16,57.51,177,1
83241,67,Male,Houston,5,42.6,348,1
83250,65,Male,Chicago,20,89.32,427,0
83254,68,Female,New York,13,60.21,52,1
83256,66,Female,Los Angeles,17,92.12,72,0
83261,68,Male,Miami,3,99.2,459,0
83264,70,Female,Miami,19,56.93,340,0
83279,69,Female,Miami,12,55.82,380,0
83302,66,Male,Miami,16,39.08,134,1
83306,66,Female,Houston,21,62.88,351,1
83334,66,Female,Los Angeles,23,33.78,362,0
83348,70,Male,Los Angeles,13,70.48,91,0
83356,66,Female,Houston,3,39.01,401,1
83380,65,Male,Los Angeles,22,85.56,474,0
83407,66,Female,Miami,9,68.76,327,0
83419,69,Male,New York,23,66.36,475,0
83424,65,Female,Miami,23,87.66,331,0
83425,69,Female,Chicago,17,86.75,437,0
83435,70,Male,Los Angeles,19,87.81,432,1
83452,69,Male,New York,11,90.14,230,1
83473,68,Female,Los Angeles,14,57.57,290,0
83476,68,Male,New York,22,92.6,496,0
83497,67,Female,Houston,4,38.74,479,0
83498,68,Female,Los Angeles,9,89.07,362,0
83499,70,Female,Los Angeles,16,39.13,81,0
83505,66,Female,Los Angeles,6,67.52,113,1
83516,65,Female,Chicago,15,96.27,461,1
83521,65,Male,Miami,14,79.59,348,0
83534,65,Male,Los Angeles,1,55.01,407,1
83535,70,Female,Chicago,3,94.72,65,1
83543,66,Female,Miami,4,35.07,109,0
83545,66,Female,New York,11,61.9,315,0
83550,68,Male,Miami,2,90.46,337,0
83556,65,Female,New York,16,72.61,403,1
83557,69,Male,Miami,4,75.74,159,1
83561,66,Male,Los Angeles,13,74.06,388,1
83566,70,Male,Miami,1,83.05,406,1
83570,69,Male,Miami,16,80.68,291,0
83584,66,Female,Miami,11,99.85,403,0
83586,67,Male,New York,14,43.07,265,1
83618,70,Female,New York,10,65.13,103,0
83621,68,Female,Los Angeles,15,57.2,425,0
83622,68,Male,New York,8,94.94,211,0
83628,67,Female,New York,23,63.58,164,1
83638,66,Male,Miami,15,91.32,441,0
83660,68,Female,Chicago,23,90.66,341,0
83665,66,Male,Chicago,15,83.75,431,1
83667,69,Male,Houston,3,72.06,417,0
83679,66,Male,Miami,23,38.4,70,1
83681,68,Male,Chicago,22,73.67,52,0
83684,70,Male,Los Angeles,17,66.03,463,0
83686,66,Female,Chicago,20,42.18,416,0
83693,68,Male,Miami,6,63.29,468,1
83694,69,Female,Houston,4,41.45,401,1
83696,65,Male,Los Angeles,18,80.06,407,1
83697,67,Male,Houston,22,59.77,436,0
83701,68,Female,Houston,23,89.62,291,1
83707,67,Male,Miami,18,35.34,79,1
83716,69,Male,Houston,4,46.24,204,1
83721,68,Male,Los Angeles,13,95.16,269,1
83748,67,Male,Miami,13,53.76,71,1
83750,67,Male,Houston,7,36.31,317,0
83758,65,Male,Chicago,3,48.76,448,0
83765,69,Female,Miami,23,71.74,206,1
83776,68,Female,Houston,22,31.16,92,0
83781,68,Male,Chicago,19,55.72,328,1
83786,66,Male,Houston,1,71.13,143,0
83791,70,Female,Miami,10,33.9,397,0
83807,69,Male,Los Angeles,2,78.25,485,1
83808,69,Female,Miami,6,99.87,88,1
